dorsal abaxial
oily buttery
oleaginous buttery
smarmy buttery
soapy buttery
unctuous buttery
meretricious gilded
specious gilded
0 zero
1 one
i one
ane one
2 two
ii two
3 three
iii three
4 four
iv four
5 five
v five
6 six
vi six
half_dozen six
half-dozen six
7 seven
vii seven
8 eight
viii eight
9 nine
ix nine
10 ten
x ten
11 eleven
xi eleven
12 twelve
xii twelve
dozen twelve
13 thirteen
xiii thirteen
14 fourteen
xiv fourteen
15 fifteen
xv fifteen
16 sixteen
xvi sixteen
17 seventeen
xvii seventeen
18 eighteen
xviii eighteen
19 nineteen
xix nineteen
20 twenty
xx twenty
21 twenty-one
xxi twenty-one
22 twenty-two
xxii twenty-two
23 twenty-three
xxiii twenty-three
24 twenty-four
xxiv twenty-four
25 twenty-five
xxv twenty-five
26 twenty-six
xxvi twenty-six
27 twenty-seven
xxvii twenty-seven
28 twenty-eight
xxviii twenty-eight
29 twenty-nine
xxix twenty-nine
30 thirty
xxx thirty
31 thirty-one
xxxi thirty-one
32 thirty-two
xxxii thirty-two
33 thirty-three
xxxiii thirty-three
34 thirty-four
xxxiv thirty-four
35 thirty-five
xxxv thirty-five
36 thirty-six
xxxvi thirty-six
37 thirty-seven
xxxvii thirty-seven
38 thirty-eight
xxxviii thirty-eight
39 thirty-nine
ixl thirty-nine
40 forty
xl forty
twoscore forty
41 forty-one
xli forty-one
42 forty-two
xlii forty-two
43 forty-three
xliii forty-three
44 forty-four
xliv forty-four
45 forty-five
xlv forty-five
46 forty-six
xlvi forty-six
47 forty-seven
xlvii forty-seven
48 forty-eight
xlviii forty-eight
49 forty-nine
il forty-nine
50 fifty
l fifty
51 fifty-one
li fifty-one
52 fifty-two
lii fifty-two
53 fifty-three
liii fifty-three
54 fifty-four
liv fifty-four
55 fifty-five
lv fifty-five
56 fifty-six
lvi fifty-six
57 fifty-seven
lvii fifty-seven
58 fifty-eight
lviii fifty-eight
59 fifty-nine
ilx fifty-nine
60 sixty
lx sixty
threescore sixty
61 sixty-one
lxi sixty-one
62 sixty-two
lxii sixty-two
63 sixty-three
lxiii sixty-three
64 sixty-four
lxiv sixty-four
65 sixty-five
lxv sixty-five
66 sixty-six
lxvi sixty-six
67 sixty-seven
lxvii sixty-seven
68 sixty-eight
lxviii sixty-eight
69 sixty-nine
ilxx sixty-nine
70 seventy
lxx seventy
71 seventy-one
lxxi seventy-one
72 seventy-two
lxxii seventy-two
73 seventy-three
lxxiii seventy-three
74 seventy-four
lxxiv seventy-four
75 seventy-five
lxxv seventy-five
76 seventy-six
lxxvi seventy-six
77 seventy-seven
lxxvii seventy-seven
78 seventy-eight
lxxviii seventy-eight
79 seventy-nine
ilxxx seventy-nine
80 eighty
lxxx eighty
fourscore eighty
81 eighty-one
lxxxi eighty-one
82 eighty-two
lxxxii eighty-two
83 eighty-three
lxxxiii eighty-three
84 eighty-four
lxxxiv eighty-four
85 eighty-five
lxxxv eighty-five
86 eighty-six
lxxxvi eighty-six
87 eighty-seven
lxxxvii eighty-seven
88 eighty-eight
lxxxviii eighty-eight
89 eighty-nine
ixc eighty-nine
90 ninety
xc ninety
91 ninety-one
xci ninety-one
92 ninety-two
xcii ninety-two
93 ninety-three
xciii ninety-three
94 ninety-four
xciv ninety-four
95 ninety-five
xcv ninety-five
96 ninety-six
xcvi ninety-six
97 ninety-seven
xcvii ninety-seven
98 ninety-eight
xcviii ninety-eight
99 ninety-nine
ic ninety-nine
one_hundred hundred
100 hundred
c hundred
one_hundred_one hundred_and_one
101 hundred_and_one
ci hundred_and_one
105 one_hundred_five
cv one_hundred_five
110 one_hundred_ten
cx one_hundred_ten
115 one_hundred_fifteen
cxv one_hundred_fifteen
120 one_hundred_twenty
cxx one_hundred_twenty
125 one_hundred_twenty-five
cxxv one_hundred_twenty-five
130 one_hundred_thirty
cxxx one_hundred_thirty
135 one_hundred_thirty-five
cxxxv one_hundred_thirty-five
140 one_hundred_forty
cxl one_hundred_forty
145 one_hundred_forty-five
cxlv one_hundred_forty-five
150 one_hundred_fifty
cl one_hundred_fifty
155 one_hundred_fifty-five
clv one_hundred_fifty-five
160 one_hundred_sixty
clx one_hundred_sixty
165 one_hundred_sixty-five
clxv one_hundred_sixty-five
170 one_hundred_seventy
clxx one_hundred_seventy
175 one_hundred_seventy-five
clxxv one_hundred_seventy-five
180 one_hundred_eighty
clxxx one_hundred_eighty
190 one_hundred_ninety
xcl one_hundred_ninety
200 two_hundred
cc two_hundred
300 three_hundred
ccc three_hundred
400 four_hundred
cd four_hundred
500 five_hundred
d five_hundred
one_thousand thousand
1000 thousand
m thousand
k thousand
1st first
2nd second
2d second
3rd third
tertiary third
4th fourth
quaternary fourth
5th fifth
6th sixth
7th seventh
8th eighth
9th ninth
10th tenth
11th eleventh
12th twelfth
13th thirteenth
14th fourteenth
15th fifteenth
16th sixteenth
17th seventeenth
18th eighteenth
19th nineteenth
umteenth umpteenth
umptieth umpteenth
20th twentieth
21st twenty-first
22nd twenty-second
23rd twenty-third
24th twenty-fourth
25th twenty-fifth
26th twenty-sixth
27th twenty-seventh
28th twenty-eighth
29th twenty-ninth
30th thirtieth
31st thirty-first
32nd thirty-second
33rd thirty-third
34th thirty-fourth
35th thirty-fifth
36th thirty-sixth
37th thirty-seventh
38th thirty-eighth
39th thirty-ninth
40th fortieth
41st forty-first
42nd forty-second
43rd forty-third
44th forty-fourth
45th forty-fifth
46th forty-sixth
47th forty-seventh
48th forty-eighth
49th forty-ninth
50th fiftieth
55th fifty-fifth
60th sixtieth
64th sixty-fourth
65th sixty-fifth
70th seventieth
75th seventy-fifth
80th eightieth
85th eighty-fifth
90th ninetieth
95th ninety-fifth
centesimal hundredth
100th hundredth
101st hundred-and-first
105th hundred-and-fifth
110th hundred-and-tenth
115th hundred-and-fifteenth
120th hundred-and-twentieth
125th hundred-and-twenty-fifth
130th hundred-and-thirtieth
135th hundred-and-thirty-fifth
140th hundred-and-fortieth
145th hundred-and-forty-fifth
150th hundred-and-fiftieth
155th hundred-and-fifty-fifth
160th hundred-and-sixtieth
165th hundred-and-sixty-fifth
170th hundred-and-seventieth
175th hundred-and-seventy-fifth
180th hundred-and-eightieth
190th hundred-and-ninetieth
200th two-hundredth
300th three-hundredth
400th four-hundredth
500th five-hundredth
1000th thousandth
n-th nth
written scripted
spontaneous ad-lib
unwritten ad-lib
azygos azygous
one-person one-man
one-woman one-man
lonesome lone
only lone
sole lone
solitary lone
unique singular
one-member uninominal
doubled double
twofold double
two-fold double
dual double
duple double
dual double
twofold double
two-fold double
treble double
threefold double
three-fold double
multiplex manifold
treble ternary
triple ternary
triplex ternary
threefold treble
three-fold treble
triple treble
fourfold quadruple
four-fold quadruple
quadruplicate quadruple
quadruplex quadruple
fourfold quadruple
four-fold quadruple
quaternary quaternate
fivefold quintuple
five-fold quintuple
sixfold sextuple
six-fold sextuple
sevenfold septuple
seven-fold septuple
eightfold octuple
eight-fold octuple
ninefold nonuple
nine-fold nonuple
ten-fold tenfold
denary tenfold
dual-lane divided
medium-size medium-sized
moderate-sized medium-sized
moderate-size medium-sized
complete accomplished
expert adept
good adept
practiced adept
proficient adept
skillful adept
skilful adept
masterful consummate
masterly consummate
virtuoso consummate
expert technical
butcherly botchy
unskillful botchy
botched bungled
clumsy bungling
fumbling bungling
incompetent bungling
rough crude
menial humble
lowly humble
rusty out_of_practice
mathematical numerical
harsh coarse
large-grained coarse-grained
coarse-grained farinaceous
grainy farinaceous
granular farinaceous
granulose farinaceous
gritty farinaceous
mealy farinaceous
plush-like plushy
open loose
tight close
fine-grained close-grained
powdery powdered
pulverized powdered
pulverised powdered
small-grained powdered
fine-grained powdered
slippy slippery
slimy slimed
slithering slipping
greased lubricated
ungreased unlubricated
uncreased creaseless
smooth-textured fine-textured
unlined seamless
unseamed seamless
aerodynamic streamlined
flowing streamlined
sleek streamlined
velvety velvet
velvet-textured velvet
unsmooth rough
scratchy abrasive
cracked alligatored
rugged broken
cracked chapped
roughened chapped
twilled corded
ribbed costate
craggy cragged
hilly cragged
mountainous cragged
nubby homespun
nubbly homespun
slubbed homespun
tweedy homespun
imbricated imbricate
leprose lepidote
scabrous lepidote
scaly lepidote
scurfy lepidote
seamed lined
pockmarked pocked
potholed pocked
rockbound rock-ribbed
bouldery rocky
bouldered rocky
stony rocky
pebbly gravelly
shingly gravelly
shaggy shagged
rough-textured textured
coarse-textured textured
warty verrucose
wartlike verrucose
rocky rough
bumpy rough
jolty rough
jolting rough
jumpy rough
rugged furrowed
rutty rutted
untoothed unnotched
ciliated ciliate
crenated crenate
scalloped crenate
crenulated crenulate
jagged erose
jaggy erose
notched erose
toothed erose
laciniate fringed
lacerated lacerate
serrated serrate
saw-toothed serrate
toothed serrate
notched serrate
smoothbore unrifled
ethnic cultural
ethnical cultural
multi-ethnic multiethnic
asocial antisocial
lonely lone
solitary lone
reclusive recluse
withdrawn recluse
lone alone
lonely alone
solitary alone
marooned isolated
stranded isolated
attended accompanied
nonsocial nongregarious
solitary nongregarious
cespitose caespitose
tufted caespitose
sewn sewed
stitched sewed
several-seeded multi-seeded
one-seeded single-seeded
one-seed single-seeded
clubable clubbable
clubby clubbish
good-time convivial
forthcoming extroverted
outgoing extroverted
solidified coagulated
jelled congealed
jellied congealed
runny fluid
liquifiable liquefiable
liquified liquefied
airlike aeriform
aerosolised aerosolized
vaporized gasified
vapourised gasified
volatilized gasified
volatilised gasified
vapourific vaporific
vaporish vaporific
vapourish vaporific
vaporous vaporific
vapourous vaporific
sunken deep-set
recessed deep-set
fistulate fistular
fistulous fistular
cannular tubular
tubelike tubular
tube-shaped tubular
vasiform tubular
dissoluble dissolvable
disintegrable meltable
indissoluble insoluble
non-water-soluble water-insoluble
resolvable solvable
unsoluble insolvable
unsolvable insolvable
unresolvable insolvable
resolved solved
unresolved unsolved
whatever any
whatsoever any
worldly blase
well-informed intelligent
refined polished
svelte polished
urbane polished
naif naive
wide-eyed childlike
round-eyed childlike
dewy-eyed childlike
simple childlike
green fleeceable
gullible fleeceable
ingenuous innocent
unworldly unsophisticated
good dependable
safe dependable
secure dependable
risky bad
high-risk bad
speculative bad
strong solid
substantial solid
rotten decayed
rotted decayed
bubbly bubbling
foaming bubbling
foamy bubbling
frothy bubbling
effervescing bubbling
spumy bubbling
charged aerated
fizzy fizzing
uncarbonated noncarbonated
effervescent sparkling
noneffervescent still
specialised specialized
unspecialised unspecialized
generalised generalized
spiny spinous
knockabout boisterous
gallant dashing
exuberant ebullient
high-spirited ebullient
plucky feisty
spunky feisty
irreverent impertinent
pert impertinent
saucy impertinent
racy lively
whipping snappy
vivacious vibrant
yeasty zestful
zesty zestful
barmy zestful
listless dispirited
self-generated spontaneous
unprompted impulsive
instinctive natural
evoked elicited
uttered expressed
verbalized expressed
verbalised expressed
unwritten oral
word-of-mouth viva-voce
left-slanting backhand
graphical graphic
in_writing graphic
sonant voiced
soft voiced
voiceless unvoiced
surd unvoiced
hard unvoiced
statute codified
unsyllabic nonsyllabic
steady firm
unfluctuating firm
stabilised stabilized
coseismal coseismic
cranky crank
tender crank
tippy crank
volatile explosive
shaky rickety
wobbly rickety
wonky rickety
seismal seismic
disconnected staccato
disconnected abrupt
smooth legato
classical authoritative
classic authoritative
definitive authoritative
canonic basic
canonical basic
textbook casebook
criterional criterial
standardised standardized
inferior deficient
substandard deficient
received standard
unaccepted unacceptable
amylaceous starchlike
amyloid starchlike
amyloidal starchlike
farinaceous starchlike
replete full
well-nourished well-fed
underfed ill-fed
undernourished ill-fed
starving starved
rock-steady dependable
steady-going dependable
regular even
unwavering level
sure-footed surefooted
footsure surefooted
jerking arrhythmic
jerky arrhythmic
spasmodic convulsive
spastic convulsive
aflicker flickering
palpitating palpitant
shivering shaky
trembling shaky
tremulous quavering
shifty shifting
tottery tottering
thought-provoking challenging
salty piquant
stirring rousing
unexciting unstimulating
flat bland
juiceless dry
ataraxic ataractic
sedative ataractic
tranquilizing ataractic
tranquillizing ataractic
tranquilising ataractic
tranquillising ataractic
narcotizing narcotic
narcotising narcotic
soporiferous soporific
somniferous soporific
somnific soporific
hypnogogic soporific
hypnagogic soporific
adrenocorticotrophic adrenocorticotropic
excitative excitant
excitatory excitant
irritative irritating
stimulating stimulant
mouthless astomatous
hooked aquiline
awry askew
cockeyed askew
lopsided askew
wonky askew
skew-whiff askew
writhed contorted
writhen contorted
refractive deflective
gnarly gnarled
knotted gnarled
knotty gnarled
knobbed gnarled
twisting tortuous
twisty tortuous
winding tortuous
voluminous tortuous
zig-zag zigzag
trabeate trabeated
uncurving uncurved
curving curved
arched arced
arching arced
arciform arced
arcuate arced
bowed arced
curvilinear curvilineal
falciform falcate
sickle-shaped falcate
curvey curvy
hooked hooklike
incurved incurvate
recurvate recurved
snaky serpentine
snakelike serpentine
sinuous sinuate
wiggly sinuate
helical coiling
spiral coiling
spiraling coiling
volute coiling
voluted coiling
whorled coiling
turbinate coiling
convoluted convolute
rolled involute
straight uncoiled
square straight
straightforward aboveboard
transparent guileless
corrupt crooked
underhand sneaky
underhanded sneaky
accented stressed
emphasized emphatic
emphasised emphatic
light unaccented
weak unaccented
accented tonic
unaccented atonic
hefty brawny
muscular brawny
powerful brawny
sinewy brawny
knockout hard
severe hard
weapons-grade industrial-strength
powerful knock-down
strengthened reinforced
well-set well-knit
anaemic anemic
asthenic adynamic
debilitated adynamic
enervated adynamic
feeble faint
lame feeble
shoddy jerry-built
gutless namby-pamby
spineless namby-pamby
wishy-washy namby-pamby
pallid pale
wan pale
sick pale
obstinate stubborn
unregenerate stubborn
cantankerous bloody-minded
stroppy bolshy
bullet-headed bullheaded
pigheaded bullheaded
dour dogged
persistent dogged
pertinacious dogged
tenacious dogged
unyielding dogged
cross-grained contrarious
mulish hardheaded
strong-willed strong-minded
tame meek
sheepish sheeplike
dependent subject
unruly disobedient
flourishing booming
palmy booming
prospering booming
prosperous booming
roaring booming
thriving booming
winning victorious
disappointed defeated
discomfited defeated
foiled defeated
frustrated defeated
thwarted defeated
ruined done_for
sunk done_for
undone done_for
washed-up done_for
unrewarded empty-handed
goalless scoreless
hitless scoreless
unrealized unfulfilled
unrealised unfulfilled
decent adequate
enough adequate
deficient insufficient
low depleted
poor inadequate
short inadequate
skimpy lean
scant light
short light
sugar-coated candied
honied honeyed
syrupy honeyed
sweetened sugared
sweet sugared
sweet-flavored sugared
nonsweet sugarless
condescending arch
patronizing arch
patronising arch
high eminent
preeminent leading
high-ranking high-level
upper-level high-level
olympian majestic
low humble
lowly humble
modest humble
small humble
A-one ace
crack ace
first-rate ace
super ace
tiptop ace
topnotch ace
top-notch ace
tops ace
select blue-ribbon
brag boss
superb brilliant
prime choice
prize choice
quality choice
select choice
first-class excellent
fantabulous excellent
splendid excellent
sterling greatest
superlative greatest
pucka pukka
top-hole top-flight
topping top-flight
surpassing transcendent
cheap bum
cheesy bum
chintzy bum
crummy bum
punk bum
sleazy bum
tinny bum
bush bush-league
shoddy cheapjack
tawdry cheapjack
common coarse
commercial-grade commercial
execrable deplorable
miserable deplorable
woeful deplorable
wretched deplorable
second-rate mediocre
ropy ropey
scrubby scrawny
stunted scrawny
utility-grade utility
superimposed overlying
superior superscript
inferior subscript
buttressed braced
pendant pendent
dependent pendent
subsidised subsidized
groundless baseless
idle baseless
unfounded baseless
unwarranted baseless
wild baseless
unassisted single-handed
unbacked single-handed
unsubstantiated uncorroborated
aided assisted
adjunct accessory
ancillary accessory
adjuvant accessory
appurtenant accessory
auxiliary accessory
accessory accessary
confirmative collateral
confirming collateral
confirmatory collateral
corroborative collateral
corroboratory collateral
substantiating collateral
substantiative collateral
validating collateral
validatory collateral
verificatory collateral
verifying collateral
supporting encouraging
contradictory confounding
invalidating disconfirming
superable conquerable
unsurmountable insurmountable
unconquerable insuperable
astonied amazed
astonished amazed
astounded amazed
stunned amazed
dumfounded dumbfounded
flabbergasted dumbfounded
stupefied dumbfounded
thunderstruck dumbfounded
dumbstruck dumbfounded
dumbstricken dumbfounded
openmouthed goggle-eyed
popeyed goggle-eyed
not_surprised unsurprised
astonishing amazing
hypersensitive allergic
hypersensitized allergic
hypersensitised allergic
sensitized allergic
sensitised allergic
supersensitive allergic
supersensitized allergic
supersensitised allergic
open capable
subject capable
persuadable convincible
persuasible convincible
suasible convincible
pliable fictile
nonimmune liable
nonresistant liable
unresistant liable
tractable amenable
insusceptible unsusceptible
resistant immune
immunised immunized
vaccinated immunized
unsuasible unpersuadable
waxy impressionable
impressible impressionable
pliant plastic
special extra
unsweet sec
saccharine cloying
syrupy cloying
treacly cloying
acerbic acerb
astringent acerb
acetous acetose
vinegary acetose
vinegarish acetose
acid acidic
acidulent acidic
acidulous acidic
lemonlike lemony
sourish lemony
tangy lemony
tart lemony
sour off
turned off
sweet fresh
unfermented fresh
symmetric symmetrical
isobilateral bilateral
bilaterally_symmetrical bilateral
bilaterally_symmetric bilateral
cruciform cruciate
regular even
stellate radial
radiate radial
centrosymmetric radially_symmetrical
trigonal rhombohedral
asymmetric asymmetrical
unsymmetrical unsymmetric
actinomorphous actinomorphic
bilaterally_symmetrical zygomorphic
zygomorphous zygomorphic
empathetic empathic
unsympathising unsympathizing
appealing sympathetic
likeable sympathetic
likable sympathetic
unappealing unsympathetic
unlikeable unsympathetic
unlikable unsympathetic
historical diachronic
synchronal synchronous
synchronic synchronous
coeval coetaneous
contemporaneous coetaneous
coexisting coexistent
coincidental coincident
coinciding coincident
concurrent coincident
co-occurrent coincident
cooccurring coincident
simultaneous coincident
contemporary contemporaneous
synchronised synchronized
anachronous anachronic
anachronistic anachronic
unsynchronized nonsynchronous
unsynchronised nonsynchronous
unsynchronous nonsynchronous
in_series serial
nonparallel serial
incompatible contrastive
untalkative reticent
gabby chatty
garrulous chatty
loquacious chatty
talkative chatty
talky chatty
discreet discerning
untactful tactless
gangly gangling
lanky gangling
rangy gangling
long-legged leggy
long-shanked leggy
tall-growing leggy
tall-stalked long-stalked
statuesque stately
little short
dumpy chunky
low-set chunky
squat chunky
squatty chunky
stumpy chunky
heavyset compact
stocky compact
thick compact
thickset compact
pint-sized pint-size
runty pint-size
sawed-off pint-size
sawn-off pint-size
squabby squab
tamed tame
broken_in broken
gentle docile
domesticated domestic
untamed wild
ferine feral
savage feral
disorderly chaotic
excited delirious
frantic delirious
mad delirious
unrestrained delirious
manic frenzied
touchable tangible
tactual tactile
impalpable intangible
esthetic aesthetic
artistic aesthetic
unostentatious understated
unpretentious understated
cheap brassy
flash brassy
flashy brassy
garish brassy
gaudy brassy
gimcrack brassy
loud brassy
meretricious brassy
tacky brassy
tatty brassy
tawdry brassy
trashy brassy
campy camp
off-color indelicate
off-colour indelicate
pretentious ostentatious
sour-tasting acid-tasting
ambrosian ambrosial
nectarous ambrosial
sharp-tasting bitterish
semisweet bittersweet
delicious delectable
luscious delectable
pleasant-tasting delectable
scrumptious delectable
toothsome delectable
yummy delectable
flavourful flavorful
flavorous flavorful
flavourous flavorful
flavorsome flavorful
flavoursome flavorful
sapid flavorful
saporous flavorful
racy full-bodied
rich full-bodied
robust full-bodied
spicy hot
grapy grapey
nutlike nutty
savory piquant
savoury piquant
spicy piquant
zesty piquant
acrid pungent
winey winy
flat bland
flavorless bland
flavourless bland
insipid bland
savorless bland
savourless bland
vapid bland
unflavoured unflavored
nonflavored unflavored
nonflavoured unflavored
unseasoned unsalted
nonexempt taxable
rateable ratable
exempt nontaxable
tax-free tax-exempt
untaxed tax-exempt
light abstemious
restrained moderate
heavy big
tight taut
droopy drooping
sagging drooping
slack loose
wound_up aroused
suspenseful cliff-hanging
suspensive cliff-hanging
nail-biting cliff-hanging
fidgety antsy
fretful antsy
itchy antsy
high-strung edgy
highly_strung edgy
jittery edgy
jumpy edgy
nervy edgy
overstrung edgy
restive edgy
uptight edgy
pumped_up pumped-up
pumped pumped-up
wired pumped-up
mellow laid-back
exterritorial extraterritorial
thermoset thermosetting
hairlike capillary
flat compressed
filmy diaphanous
gauzy diaphanous
gauze-like diaphanous
gossamer diaphanous
see-through diaphanous
sheer diaphanous
transparent diaphanous
vaporous diaphanous
vapourous diaphanous
cobwebby diaphanous
filiform filamentous
filamentlike filamentous
threadlike filamentous
thready filamentous
ribbony ribbonlike
clotted clogged
coagulated coagulate
curdled coagulate
grumous coagulate
grumose coagulate
heavy dense
impenetrable dense
gelatinlike gelatinous
jellylike gelatinous
ropey ropy
stringy ropy
thready ropy
viscous syrupy
rarefied rare
rarified rare
ponderable cogitable
imaginable conceivable
supposable presumable
surmisable presumable
inconceivable impossible
out_of_the_question impossible
unimaginable impossible
deep_in_thought bemused
lost bemused
preoccupied bemused
broody brooding
contemplative brooding
meditative brooding
musing brooding
pensive brooding
pondering brooding
reflective brooding
ruminative brooding
unconsidered inconsiderate
unthinking unreflective
unthoughtful unreflective
frugal economical
scotch economical
sparing economical
stinting economical
prodigal extravagant
profligate extravagant
spendthrift extravagant
uneconomic uneconomical
trig clean-cut
trim clean-cut
orderly neat
trim shipshape
well-kept shipshape
unlittered uncluttered
blowzy blowsy
slatternly blowsy
sluttish blowsy
littered cluttered
dishevelled disheveled
frowzled disheveled
rumpled disheveled
tousled disheveled
higgledy-piggledy disorderly
hugger-mugger disorderly
jumbled disorderly
topsy-turvy disorderly
frowzy frowsy
slovenly frowsy
mussy messy
straggling sprawling
rambling sprawling
straggly sprawling
tidy kempt
slicked plastered
well-dressed well-groomed
shaggy bushy
shaggy-haired bushy
shaggy-coated bushy
half-timbered half-timber
beat all_in
bushed all_in
dead all_in
weary aweary
blear bleary
bleary-eyed bleary
blear-eyed bleary
world-weary bored
burnt-out burned-out
drawn careworn
haggard careworn
raddled careworn
worn careworn
flagging drooping
dog-tired exhausted
fagged exhausted
fatigued exhausted
played_out exhausted
spent exhausted
washed-out exhausted
worn-out exhausted
worn_out exhausted
wearied jaded
drained knackered
unrested unrefreshed
invigorated fresh
refreshed fresh
reinvigorated fresh
unwearied untired
unweary untired
endurable bearable
sufferable bearable
supportable bearable
resistant tolerant
unbearable intolerable
unendurable intolerable
insufferable impossible
unacceptable impossible
unsufferable impossible
strict rigid
unkeyed atonal
fine-tooth fine-toothed
sabertoothed saber-toothed
sabre-toothed saber-toothed
edentate edental
edentulate edental
uppermost topmost
upmost topmost
lowermost bottommost
nethermost bottommost
sidelong lateral
flat-top flat-topped
bell-bottom bell-bottomed
bellbottom bell-bottomed
flat-bottom flat-bottomed
round-bottom round-bottomed
pantropic pantropical
tropic tropical
Arctic north-polar
Antarctic south-polar
gristly cartilaginous
rubbery cartilaginous
leathered coriaceous
leatherlike coriaceous
leathery coriaceous
sinewy fibrous
stringy fibrous
unchewable fibrous
fibrous hempen
cuttable chewable
crispy crisp
flakey flaky
tenderised tenderized
toughened tough
callous calloused
thickened calloused
inured enured
hardened enured
untoughened tender
soft delicate
hard-boiled hard-bitten
pugnacious hard-bitten
unsentimental tough-minded
cyanogenic cyanogenetic
venomous deadly
virulent deadly
toxicant poisonous
atoxic nontoxic
non-poisonous nonpoisonous
manipulable tractable
malleable ductile
teachable docile
tameable tamable
balky balking
stubborn refractory
unmanageable uncontrollable
prix_fixe table_d'hote
trackable traceable
half-tracked half-track
untravelled untraveled
cut trimmed
uncut untrimmed
harassed annoyed
harried annoyed
pestered annoyed
vexed annoyed
nervous anxious
queasy anxious
uneasy anxious
unquiet anxious
storm-tossed buffeted
tempest-tossed buffeted
tempest-tost buffeted
tempest-swept buffeted
heavy-laden care-laden
distressed disquieted
disturbed disquieted
upset disquieted
worried disquieted
hard-pressed distressed
hard_put distressed
in_a_bad_way distressed
hagridden hag-ridden
tormented hag-ridden
distressed stressed
unworried carefree
genuine actual
literal actual
real actual
apodeictic apodictic
spurious specious
trusting trustful
unsuspicious unsuspecting
misanthropic cynical
misanthropical cynical
questioning doubting
skeptical doubting
sceptical doubting
green-eyed jealous
overjealous jealous
mistrustful leery
suspicious leery
untrusting leery
wary leery
trusty trustworthy
reliable authentic
responsible creditworthy
honest dependable
reliable dependable
true dependable
trusted sure
untrusty untrustworthy
shifty devious
shady fly-by-night
tricky slippery
upside-down inverted
upset overturned
upturned overturned
revolved rotated
inside-out wrong-side-out
exemplary emblematic
typic emblematic
veritable regular
untypical atypical
underhanded underhand
underarm underhand
overhanded overhand
overarm overhand
opencut opencast
underground belowground
undersea submarine
submersed submerged
underwater submerged
subterraneous subterranean
submergible submersible
nonsubmergible nonsubmersible
swimming liquid
teary-eyed teary
watery-eyed teary
snuffling sniffly
snuffly sniffly
dry-eyed tearless
organised organized
unionized organized
unionised organized
unorganised unorganized
nonunionized unorganized
nonunionised unorganized
twinning biparous
in_agreement agreed
confederate allied
confederative allied
amalgamated amalgamate
coalesced amalgamate
consolidated amalgamate
fused amalgamate
coalescing coalescent
conjugated conjugate
coupled conjugate
federated federate
incorporated incorporate
integrated incorporate
merged incorporate
unified incorporate
unitary one
nonsegmental unsegmented
two-chambered bicameral
biramous bifurcate
branched bifurcate
forked bifurcate
fork-like bifurcate
forficate bifurcate
pronged bifurcate
prongy bifurcate
biloculate bilocular
bisulcate cloven
disunited disconnected
fragmented disconnected
split disconnected
segmental metameric
segmented metameric
tined pronged
sectioned sectional
bivalved bivalve
pelecypod lamellibranch
pelecypodous lamellibranch
rising acclivitous
uphill acclivitous
ascendent ascendant
ascensive ascendant
upward up
downhill declivitous
downward-sloping declivitous
descendent descendant
downward down
falling dropping
up improving
ungulated ungulate
hoofed ungulate
hooved ungulate
unguiculated unguiculate
in_the_lead ahead
leading ahead
dormy dormie
skyward heavenward
upstair upstairs
downstair downstairs
utilised utilized
ill-used exploited
put-upon exploited
used exploited
victimized exploited
victimised exploited
utile useful
recyclable reclaimable
reusable reclaimable
usable useable
ineffectual futile
otiose futile
unavailing futile
unusable unserviceable
unuseable unserviceable
impractical airy
visionary airy
Laputan airy
windy airy
sound legal
effectual legal
logical legitimate
sound reasoned
well-grounded reasoned
uncollectible bad
unsound fallacious
nullified invalidated
void null
sophistical sophistic
priceless invaluable
good-for-naught good-for-nothing
meritless good-for-nothing
no-account good-for-nothing
no-count good-for-nothing
no-good good-for-nothing
sorry good-for-nothing
paltry negligible
trifling negligible
pointless otiose
purposeless otiose
senseless otiose
superfluous otiose
wasted otiose
trashy rubbishy
uncertain changeable
unsettled changeable
constant changeless
invariant changeless
unvarying changeless
strict hard-and-fast
multifaceted many-sided
miscellaneous many-sided
multifarious many-sided
varicoloured varicolored
variegated varicolored
variable varying
various versatile
unvarying unvaried
airy aired
close airless
stuffy airless
unaired airless
unoxygenated unaerated
spineless invertebrate
untouchable unassailable
fierce ferocious
furious ferocious
savage ferocious
raging hot
knock-down-and-drag-out knockdown-dragout
tough ruffianly
peaceful passive
innocent impeccant
sinless impeccant
vicious evil
heinous flagitious
sinful iniquitous
ungodly iniquitous
irredeemable irreclaimable
unredeemable irreclaimable
unreformable irreclaimable
villainous nefarious
peccant peccable
seeable visible
visual ocular
macroscopical macroscopic
gross megascopic
microscopical microscopic
panoptical panoptic
unseeable invisible
hidden concealed
out_of_sight concealed
live-bearing viviparous
vaporific evaporable
vapourific evaporable
vaporizable evaporable
vapourisable evaporable
volatilizable evaporable
volatilisable evaporable
nonvolatilizable nonvolatile
nonvolatilisable nonvolatile
wilful willful
unforced uncoerced
willing uncoerced
volunteer unpaid
nonvoluntary involuntary
unvoluntary involuntary
goaded driven
reflex automatic
reflexive automatic
undefendable assailable
undefended assailable
open assailable
defenceless defenseless
unsafe insecure
under_fire under_attack
air-tight airtight
shellproof bombproof
defensible defendable
inviolable impregnable
secure impregnable
strong impregnable
unassailable impregnable
unattackable impregnable
desired craved
wished-for longed-for
yearned-for longed-for
sought-after sought
discarded cast-off
throwaway cast-off
thrown-away cast-off
outcast friendless
casteless outcaste
unsought undesired
unwished unwelcome
unwished-for unwelcome
tepid lukewarm
