dorsal abaxial
kangaroo_rat rat_kangaroo
genus_Potorous potorous
genus_Bettongia bettongia
kangaroo_jerboa jerboa_kangaroo
family_Phalangeridae phalangeridae
opossum phalanger
possum phalanger
genus_Trichosurus trichosurus
Trichosurus_vulpecula brush-tailed_phalanger
genus_Petaurus petaurus
flying_opossum flying_phalanger
flying_squirrel flying_phalanger
genus_Acrobates acrobates
genus_Phascolarctos phascolarctos
koala_bear koala
kangaroo_bear koala
native_bear koala
Phascolarctos_cinereus koala
family_Vombatidae vombatidae
family_Dasyuridae dasyuridae
family_Dasyurinae dasyuridae
dasyurid dasyurid_marsupial
genus_Dasyurus dasyurus
Dasyurus_quoll eastern_dasyure
Dasyurus_viverrinus native_cat
genus_Thylacinus thylacinus
Tasmanian_wolf thylacine
Tasmanian_tiger thylacine
Thylacinus_cynocephalus thylacine
genus_Sarcophilus sarcophilus
ursine_dasyure tasmanian_devil
Sarcophilus_hariisi tasmanian_devil
genus_Phascogale phascogale
marsupial_mouse pouched_mouse
marsupial_rat pouched_mouse
genus_Myrmecobius myrmecobius
banded_anteater numbat
anteater numbat
Myrmecobius_fasciatus numbat
family_Notoryctidae notoryctidae
genus_Notoryctus notoryctus
marsupial_mole pouched_mole
Notoryctus_typhlops pouched_mole
subclass_Eutheria eutheria
placental_mammal placental
eutherian placental
eutherian_mammal placental
stock livestock
farm_animal livestock
order_Insectivora insectivora
suborder_Lipotyphla lipotyphla
suborder_Menotyphla menotyphla
family_Talpidae talpidae
genus_Condylura condylura
star-nosed_mole starnose_mole
Condylura_cristata starnose_mole
genus_Parascalops parascalops
hair-tailed_mole brewer's_mole
Parascalops_breweri brewer's_mole
family_Chrysochloridae chrysochloridae
genus_Chrysochloris chrysochloris
genus_Uropsilus uropsilus
Uropsilus_soricipes asiatic_shrew_mole
genus_Neurotrichus neurotrichus
Neurotrichus_gibbsii american_shrew_mole
family_Soricidae soricidae
shrewmouse shrew
genus_Sorex sorex
Sorex_araneus common_shrew
Sorex_cinereus masked_shrew
genus_Blarina blarina
Blarina_brevicauda short-tailed_shrew
Sorex_palustris american_water_shrew
genus_Neomys neomys
Neomys_fodiens european_water_shrew
Neomys_anomalus mediterranean_water_shrew
genus_Cryptotis cryptotis
Cryptotis_parva least_shrew
family_Erinaceidae erinaceidae
genus_Erinaceus erinaceus
Erinaceus_europaeus hedgehog
Erinaceus_europeaeus hedgehog
family_Tenrecidae tenrecidae
tendrac tenrec
Tenrec_ecaudatus tailless_tenrec
family_Potamogalidae potamogalidae
potamogale otter_shrew
Potamogale_velox otter_shrew
wishing_bone wishbone
pelt hide
skin hide
plume feather
plumage feather
down_feather down
alula bastard_wing
spurious_wing bastard_wing
web vane
saddle_feather saddle_hackle
pelage coat
underfur undercoat
fleece wool
foretop forelock
vibrissa whisker
sensory_hair whisker
armour armor
shell carapace
cuticle carapace
shield carapace
phragmacone phragmocone
subkingdom_Parazoa parazoa
phylum_Porifera porifera
poriferan sponge
parazoan sponge
collar_cell choanocyte
class_Hyalospongiae hyalospongiae
genus_Euplectella euplectella
subkingdom_Metazoa metazoa
phylum_Cnidaria cnidaria
Coelenterata cnidaria
phylum_Coelenterata cnidaria
cnidarian coelenterate
medusoid medusa
medusan medusa
class_Scyphozoa scyphozoa
genus_Chrysaora chrysaora
class_Hydrozoa hydrozoa
hydroid hydrozoan
order_Siphonophora siphonophora
genus_Physalia physalia
man-of-war portuguese_man-of-war
jellyfish portuguese_man-of-war
genus_Sertularia sertularia
class_Anthozoa anthozoa
Actinozoa anthozoa
class_Actinozoa anthozoa
actinozoan anthozoan
order_Actiniaria actiniaria
Actinaria actiniaria
order_Actinaria actiniaria
anemone sea_anemone
actinian actinia
actiniarian actinia
genus_Actinia actinia
order_Alcyonaria alcyonaria
suborder_Alcyonacea alcyonacea
family_Pennatulidae pennatulidae
genus_Pennatula pennatula
suborder_Gorgonacea gorgonacea
Gorgoniacea gorgonacea
suborder_Gorgoniacea gorgonacea
gorgonian_coral gorgonian
order_Madreporaria madreporaria
madrepore stony_coral
madriporian_coral stony_coral
genus_Maeandra maeandra
genus_Acropora acropora
stag's-horn_coral staghorn_coral
genus_Fungia fungia
phylum_Ctenophora ctenophora
comb-plate ctene
comb_jelly ctenophore
class_Nuda nuda
class_Tentaculata tentaculata
order_Cydippida cydippida
Cydippidea cydippida
order_Cydippidea cydippida
Cydippea cydippida
order_Cydippea cydippida
order_Platyctenea platyctenea
family_Pleurobrachiidae pleurobrachiidae
genus_Pleurobrachia pleurobrachia
order_Cestida cestida
family_Cestidae cestidae
genus_Cestum cestum
Cestum_veneris venus's_girdle
order_Lobata lobata
parasitic_worm helminth
borer woodborer
phylum_Acanthocephala acanthocephala
spiny-headed_worm acanthocephalan
phylum_Chaetognatha chaetognatha
chaetognath arrowworm
phylum_Platyhelminthes platyhelminthes
platyhelminth flatworm
class_Turbellaria turbellaria
planaria planarian
class_Trematoda trematoda
trematode fluke
trematode_worm fluke
family_Fasciolidae fasciolidae
genus_Fasciola fasciola
Fasciola_hepatica liver_fluke
genus_Fasciolopsis fasciolopsis
family_Schistosomatidae schistosomatidae
genus_Schistosoma schistosoma
blood_fluke schistosome
class_Cestoda cestoda
cestode tapeworm
family_Taeniidae taeniidae
phylum_Nemertea nemertea
Nemertina nemertea
phylum_Nemertina nemertea
nemertean ribbon_worm
nemertine ribbon_worm
proboscis_worm ribbon_worm
phylum_Pogonophora pogonophora
pogonophoran beard_worm
phylum_Rotifera rotifera
phylum_Nematoda nematoda
Aschelminthes nematoda
phylum_Aschelminthes nematoda
class_Aphasmidia aphasmidia
class_Phasmidia phasmidia
nematode_worm nematode
roundworm nematode
family_Ascaridae ascaridae
genus_Ascaris ascaris
Ascaris_lumbricoides common_roundworm
genus_Ascaridia ascaridia
Ascaridia_galli chicken_roundworm
family_Oxyuridae oxyuridae
genus_Enterobius enterobius
threadworm pinworm
Enterobius_vermicularis pinworm
family_Cephalobidae cephalobidae
genus_Anguillula anguillula
Turbatrix anguillula
genus_Turbatrix anguillula
vinegar_worm vinegar_eel
Anguillula_aceti vinegar_eel
Turbatrix_aceti vinegar_eel
family_Tylenchidae tylenchidae
genus_Tylenchus tylenchus
wheat_eel wheatworm
wheat_eelworm wheatworm
Tylenchus_tritici wheatworm
family_Ancylostomatidae ancylostomatidae
Trichinella_spiralis trichina
family_Filariidae filariidae
family_Dracunculidae dracunculidae
genus_Dracunculus dracunculus
Dracunculus_medinensis guinea_worm
phylum_Annelida annelida
annelid_worm annelid
segmented_worm annelid
class_Archiannelida archiannelida
class_Oligochaeta oligochaeta
oligochaete_worm oligochaete
angleworm earthworm
fishworm earthworm
fishing_worm earthworm
wiggler earthworm
nightwalker earthworm
nightcrawler earthworm
crawler earthworm
dew_worm earthworm
red_worm earthworm
family_Branchiobdellidae branchiobdellidae
genus_Branchiobdella branchiobdella
class_Polychaeta polychaeta
polychete polychaete
polychaete_worm polychaete
polychete_worm polychaete
lug lugworm
lobworm lugworm
family_Terebellidae terebellidae
genus_Terebella terebella
genus_Polycirrus polycirrus
class_Hirudinea hirudinea
bloodsucker leech
hirudinean leech
family_Hirudinidae hirudinidae
genus_Hirudo hirudo
Hirudo_medicinalis medicinal_leech
genus_Haemopis haemopis
phylum_Mollusca mollusca
mollusc mollusk
shellfish mollusk
class_Scaphopoda scaphopoda
tusk_shell tooth_shell
class_Gastropoda gastropoda
Gasteropoda gastropoda
class_Gasteropoda gastropoda
univalve gastropod
family_Haliotidae haliotidae
genus_Haliotis haliotis
ear-shell abalone
sea-ear ormer
Haliotis_tuberculata ormer
family_Strombidae strombidae
genus_Lambis lambis
genus_Strombus strombus
Strombus_gigas giant_conch
family_Helicidae helicidae
genus_Helix helix
Helix_pomatia edible_snail
Helix_aspersa brown_snail
family_Limacidae limacidae
genus_Limax limax
family_Neritidae neritidae
neritid_gastropod neritid
Nerita_peloronta bleeding_tooth
family_Buccinidae buccinidae
family_Cymatiidae cymatiidae
family_Naticidae naticidae
moonshell moon_shell
family_Littorinidae littorinidae
genus_Littorina littorina
winkle periwinkle
family_Patellidae patellidae
genus_Patella patella
Patella_vulgata common_limpet
family_Fissurellidae fissurellidae
genus_Fissurella fissurella
Fissurella_apertura keyhole_limpet
Diodora_apertura keyhole_limpet
family_Ancylidae ancylidae
genus_Ancylus ancylus
freshwater_limpet river_limpet
Ancylus_fluviatilis river_limpet
subclass_Opisthobranchia opisthobranchia
order_Nudibranchia nudibranchia
nudibranch sea_slug
family_Aplysiidae aplysiidae
Tethyidae aplysiidae
family_Tethyidae aplysiidae
genus_Aplysia aplysia
Tethys aplysia
genus_Tethus aplysia
Aplysia_punctata sea_hare
genus_Hermissenda hermissenda
family_Akeridae akeridae
genus_Haminoea haminoea
order_Pulmonata pulmonata
family_Physidae physidae
order_Pectinibranchia pectinibranchia
family_Cypraeidae cypraeidae
genus_Cypraea cypraea
cowry cowrie
Cypraea_moneta money_cowrie
Cypraea_tigris tiger_cowrie
subclass_Amphineura amphineura
order_Solenogastres solenogastres
Aplacophora solenogastres
order_Aplacophora solenogastres
aplacophoran solenogaster
class_Polyplacophora polyplacophora
coat-of-mail_shell chiton
sea_cradle chiton
polyplacophore chiton
beard byssus
class_Bivalvia bivalvia
Lamellibranchia bivalvia
class_Lamellibranchia bivalvia
class_Pelecypoda bivalvia
pelecypod bivalve
lamellibranch bivalve
order_Myaceae myaceae
family_Myacidae myacidae
genus_Mya mya
steamer soft-shell_clam
steamer_clam soft-shell_clam
long-neck_clam soft-shell_clam
Mya_arenaria soft-shell_clam
family_Veneridae veneridae
genus_Venus venus
genus_Mercenaria mercenaria
quahaug quahog
hard-shell_clam quahog
hard_clam quahog
round_clam quahog
Venus_mercenaria quahog
Mercenaria_mercenaria quahog
littleneck_clam littleneck
cherrystone_clam cherrystone
family_Solenidae solenidae
genus_Ensis ensis
jackknife_clam razor_clam
knife-handle razor_clam
family_Tridacnidae tridacnidae
genus_Tridacna tridacna
Tridacna_gigas giant_clam
family_Cardiidae cardiidae
genus_Cardium cardium
Cardium_edule edible_cockle
family_Ostreidae ostreidae
genus_Ostrea ostrea
blue_point bluepoint
Ostrea_gigas japanese_oyster
genus_Crassostrea crassostrea
family_Pteriidae pteriidae
genus_Pinctada pinctada
Pinctada_margaritifera pearl_oyster
family_Anomiidae anomiidae
genus_Anomia anomia
Anomia_ephippium saddle_oyster
genus_Placuna placuna
windowpane_oyster window_oyster
capiz window_oyster
Placuna_placenta window_oyster
family_Arcidae arcidae
genus_Arca arca
family_Mytilidae mytilidae
genus_Mytilus mytilus
mytilid marine_mussel
Mytilus_edulis edible_mussel
freshwater_clam freshwater_mussel
family_Unionidae unionidae
genus_Unio unio
genus_Anodonta anodonta
genus_Dreissena dreissena
Dreissena_polymorpha zebra_mussel
family_Pectinidae pectinidae
scollop scallop
escallop scallop
Pecten_irradians bay_scallop
giant_scallop sea_scallop
Pecten_magellanicus sea_scallop
family_Teredinidae teredinidae
teredinid shipworm
genus_Bankia bankia
Bankia_setaceae giant_northwest_shipworm
family_Pholadidae pholadidae
genus_Pholas pholas
class_Cephalopoda cephalopoda
cephalopod_mollusk cephalopod
family_Nautilidae nautilidae
pearly_nautilus chambered_nautilus
nautilus chambered_nautilus
subclass_Dibranchiata dibranchiata
Dibranchia dibranchiata
subclass_Dibranchia dibranchiata
dibranchiate_mollusk dibranchiate
dibranch dibranchiate
order_Octopoda octopoda
family_Octopodidae octopodidae
devilfish octopus
family_Argonautidae argonautidae
genus_Argonauta argonauta
nautilus paper_nautilus
Argonaut paper_nautilus
Argonauta_argo paper_nautilus
order_Decapoda decapoda
giant_squid architeuthis
family_Sepiidae sepiidae
genus_Sepia sepia
cuttle cuttlefish
family_Spirulidae spirulidae
Spirula_peronii spirula
order_Belemnoidea belemnoidea
family_Belemnitidae belemnitidae
crop craw
ventriculus gizzard
gastric_mill gizzard
class_Crustacea crustacea
subclass_Malacostraca malacostraca
order_Decapoda decapoda
decapod decapod_crustacean
suborder_Brachyura brachyura
genus_Menippe menippe
Menippe_mercenaria stone_crab
family_Cancridae cancridae
genus_Cancer cancer
soft-shelled_crab soft-shell_crab
Cancer_magister dungeness_crab
Cancer_irroratus rock_crab
Cancer_borealis jonah_crab
family_Portunidae portunidae
genus_Portunus portunus
Portunus_puber english_lady_crab
genus_Ovalipes ovalipes
lady_crab american_lady_crab
calico_crab american_lady_crab
Ovalipes_ocellatus american_lady_crab
genus_Callinectes callinectes
Callinectes_sapidus blue_crab
genus_Uca uca
family_Pinnotheridae pinnotheridae
genus_Pinnotheres pinnotheres
Pinnotheres_ostreum oyster_crab
family_Lithodidae lithodidae
genus_Paralithodes paralithodes
Alaska_crab king_crab
Alaskan_king_crab king_crab
Alaska_king_crab king_crab
Paralithodes_camtschatica king_crab
family_Majidae majidae
genus_Maja maja
Maia maja
genus_Maia maja
king_crab european_spider_crab
Maja_squinado european_spider_crab
genus_Macrocheira macrocheira
Macrocheira_kaempferi giant_crab
suborder_Reptantia reptantia
family_Homaridae homaridae
genus_Homarus homarus
Northern_lobster american_lobster
Maine_lobster american_lobster
Homarus_americanus american_lobster
Homarus_vulgaris european_lobster
Homarus_capensis cape_lobster
family_Nephropsidae nephropsidae
genus_Nephrops nephrops
Nephrops_norvegicus norway_lobster
family_Palinuridae palinuridae
genus_Palinurus palinurus
langouste spiny_lobster
rock_lobster spiny_lobster
crawfish spiny_lobster
crayfish spiny_lobster
sea_crawfish spiny_lobster
family_Astacidae astacidae
Astacura astacidae
crawfish crayfish
crawdad crayfish
crawdaddy crayfish
genus_Astacus astacus
ecrevisse old_world_crayfish
genus_Cambarus cambarus
family_Paguridae paguridae
genus_Pagurus pagurus
suborder_Natantia natantia
family_Crangonidae crangonidae
genus_Crangon crangon
pistol_shrimp snapping_shrimp
family_Palaemonidae palaemonidae
genus_Palaemon palaemon
river_prawn long-clawed_prawn
Palaemon_australis long-clawed_prawn
family_Peneidae peneidae
genus_Peneus peneus
order_Euphausiacea euphausiacea
order_Mysidacea mysidacea
family_Mysidae mysidae
genus_Mysis mysis
genus_Praunus praunus
order_Stomatopoda stomatopoda
stomatopod_crustacean stomatopod
mantis_crab mantis_shrimp
family_Squillidae squillidae
mantis_prawn squilla
order_Isopoda isopoda
slater woodlouse
family_Armadillidiidae armadillidiidae
genus_Armadillidium armadillidium
family_Oniscidae oniscidae
genus_Oniscus oniscus
family_Porcellionidae porcellionidae
genus_Porcellio porcellio
sea_slater sea_louse
order_Amphipoda amphipoda
family_Orchestiidae orchestiidae
genus_Orchestia orchestia
sand_hopper beach_flea
sandhopper beach_flea
sand_flea beach_flea
genus_Caprella caprella
genus_Cyamus cyamus
subclass_Entomostraca entomostraca
subclass_Branchiopoda branchiopoda
branchiopod branchiopod_crustacean
branchiopodan branchiopod_crustacean
water_flea daphnia
order_Anostraca anostraca
genus_Artemia artemia
Chirocephalus artemia
genus_Chirocephalus artemia
Artemia_salina brine_shrimp
order_Notostraca notostraca
family_Triopidae triopidae
genus_Triops triops
subclass_Copepoda copepoda
copepod_crustacean copepod
britt brit
water_flea cyclops
order_Branchiura branchiura
subclass_Ostracoda ostracoda
mussel_shrimp seed_shrimp
ostracod seed_shrimp
subclass_Cirripedia cirripedia
cirriped barnacle
cirripede barnacle
family_Balanidae balanidae
genus_Balanus balanus
rock_barnacle acorn_barnacle
Balanus_balanoides acorn_barnacle
family_Lepadidae lepadidae
genus_Lepas lepas
gooseneck_barnacle goose_barnacle
Lepas_fascicularis goose_barnacle
class_Onychophora onychophora
velvet_worm onychophoran
peripatus onychophoran
family_Peripatidae peripatidae
genus_Plicatoperipatus plicatoperipatus
family_Peripatopsidae peripatopsidae
genus_Peripatopsis peripatopsis
wader wading_bird
order_Ciconiiformes ciconiiformes
family_Ciconiidae ciconiidae
genus_Ciconia ciconia
Ciconia_ciconia white_stork
Ciconia_nigra black_stork
genus_Leptoptilus leptoptilus
adjutant adjutant_bird
adjutant_stork adjutant_bird
Leptoptilus_dubius adjutant_bird
marabout marabou
marabou_stork marabou
Leptoptilus_crumeniferus marabou
genus_Anastomus anastomus
Jabiru_mycteria jabiru
genus_Ephippiorhynchus ephippiorhynchus
jabiru saddlebill
Ephippiorhynchus_senegalensis saddlebill
genus_Xenorhyncus xenorhyncus
black-necked_stork policeman_bird
jabiru policeman_bird
Xenorhyncus_asiaticus policeman_bird
genus_Mycteria mycteria
wood_stork wood_ibis
flinthead wood_ibis
Mycteria_americana wood_ibis
family_Balaenicipitidae balaenicipitidae
genus_Balaeniceps balaeniceps
shoebird shoebill
Balaeniceps_rex shoebill
family_Threskiornithidae threskiornithidae
family_Ibidiidae threskiornithidae
wood_stork wood_ibis
Ibis_ibis wood_ibis
genus_Threskiornis threskiornis
Threskiornis_aethiopica sacred_ibis
family_Plataleidae plataleidae
genus_Platalea platalea
Platalea_leucorodia common_spoonbill
genus_Ajaia ajaia
Ajaia_ajaja roseate_spoonbill
family_Phoenicopteridae phoenicopteridae
family_Ardeidae ardeidae
genus_Ardea ardea
Ardea_herodius great_blue_heron
Ardea_occidentalis great_white_heron
genus_Egretta egretta
Egretta_caerulea little_blue_heron
snowy_heron snowy_egret
Egretta_thula snowy_egret
Egretta_garzetta little_egret
genus_Casmerodius casmerodius
Casmerodius_albus great_white_heron
great_white_heron american_egret
Egretta_albus american_egret
genus_Bubulcus bubulcus
Bubulcus_ibis cattle_egret
night_raven night_heron
genus_Nycticorax nycticorax
Nycticorax_nycticorax black-crowned_night_heron
genus_Nyctanassa nyctanassa
Nyctanassa_violacea yellow-crowned_night_heron
genus_Cochlearius cochlearius
boat-billed_heron boatbill
broadbill boatbill
Cochlearius_cochlearius boatbill
genus_Botaurus botaurus
stake_driver american_bittern
Botaurus_lentiginosus american_bittern
Botaurus_stellaris european_bittern
genus_Ixobrychus ixobrychus
Ixobrychus_exilis least_bittern
order_Gruiformes gruiformes
family_Gruidae gruidae
genus_Grus grus
whooper whooping_crane
Grus_americana whooping_crane
genus_Aramus aramus
Aramus_guarauna courlan
Aramus_pictus limpkin
family_Cariamidae cariamidae
genus_Cariama cariama
seriema crested_cariama
Cariama_cristata crested_cariama
seriema chunga
Chunga_burmeisteri chunga
family_Rallidae rallidae
genus_Gallirallus gallirallus
maori_hen weka
wood_hen weka
genus_Crex crex
land_rail corncrake
Crex_crex corncrake
genus_Porzana porzana
Porzana_porzana spotted_crake
genus_Gallinula gallinula
marsh_hen gallinule
water_hen gallinule
swamphen gallinule
Gallinula_chloropus_cachinnans florida_gallinule
Gallinula_chloropus moorhen
genus_Porphyrio porphyrio
Porphyrio_porphyrio european_gallinule
genus_Porphyrula porphyrula
Porphyrula_martinica american_gallinule
takahe notornis
Notornis_mantelli notornis
genus_Fulica fulica
marsh_hen american_coot
mud_hen american_coot
water_hen american_coot
Fulica_americana american_coot
Fulica_atra old_world_coot
suborder_Otides otides
family_Otididae otididae
genus_Otis otis
Otis_tarda great_bustard
genus_Choriotis choriotis
Choriotis_australis plain_turkey
family_Turnicidae turnicidae
genus_Turnix turnix
button-quail button_quail
bustard_quail button_quail
hemipode button_quail
Turnix_sylvatica striped_button_quail
genus_Pedionomus pedionomus
Pedionomus_torquatus plain_wanderer
family_Psophiidae psophiidae
genus_Psophia psophia
Psophia_crepitans brazilian_trumpeter
order_Charadriiformes charadriiformes
sea_bird seabird
seafowl seabird
suborder_Charadrii charadrii
suborder_Limicolae limicolae
shore_bird shorebird
limicoline_bird shorebird
family_Charadriidae charadriidae
genus_Charadrius charadrius
Charadrius_melodus piping_plover
kildeer killdeer
killdeer_plover killdeer
Charadrius_vociferus killdeer
dotrel dotterel
Charadrius_morinellus dotterel
Eudromias_morinellus dotterel
genus_Pluvialis pluvialis
genus_Vanellus vanellus
green_plover lapwing
peewit lapwing
pewit lapwing
genus_Arenaria arenaria
Arenaria_interpres ruddy_turnstone
Arenaria-Melanocephala black_turnstone
family_Scolopacidae scolopacidae
genus_Aphriza aphriza
Aphriza_virgata surfbird
genus_Actitis actitis
Actitis_hypoleucos european_sandpiper
Actitis_macularia spotted_sandpiper
genus_Erolia erolia
stint least_sandpiper
Erolia_minutilla least_sandpiper
dunlin red-backed_sandpiper
Erolia_alpina red-backed_sandpiper
genus_Tringa tringa
Tringa_nebularia greenshank
Tringa_totanus redshank
Tringa_melanoleuca greater_yellowlegs
Tringa_flavipes lesser_yellowlegs
genus_Calidris calidris
jacksnipe pectoral_sandpiper
Calidris_melanotos pectoral_sandpiper
greyback knot
grayback knot
Calidris_canutus knot
Calidris_Ferruginea curlew_sandpiper
genus_Crocethia crocethia
Crocethia_alba sanderling
genus_Bartramia bartramia
upland_plover upland_sandpiper
Bartramian_sandpiper upland_sandpiper
Bartramia_longicauda upland_sandpiper
genus_Philomachus philomachus
Philomachus_pugnax ruff
genus_Heteroscelus heteroscelus
Heteroscelus_incanus polynesian_tattler
genus_Catoptrophorus catoptrophorus
Catoptrophorus_semipalmatus willet
genus_Scolopax scolopax
Scolopax_rusticola eurasian_woodcock
genus_Philohela philohela
woodcock_snipe american_woodcock
Philohela_minor american_woodcock
genus_Gallinago gallinago
Capella gallinago
genus_Capella gallinago
Gallinago_gallinago whole_snipe
Gallinago_gallinago_delicata wilson's_snipe
woodcock_snipe great_snipe
Gallinago_media great_snipe
genus_Limnocryptes limnocryptes
half_snipe jacksnipe
Limnocryptes_minima jacksnipe
genus_Limnodromus limnodromus
grayback greyback
Limnodromus_griseus greyback
Limnodromus_scolopaceus red-breasted_snipe
genus_Numenius numenius
Numenius_arquata european_curlew
Numenius_borealis eskimo_curlew
genus_Limosa limosa
Limosa_haemastica hudsonian_godwit
genus_Himantopus himantopus
stiltbird stilt
longlegs stilt
long-legs stilt
stilt_plover stilt
Himantopus_stilt stilt
Himantopus_mexicanus black-necked_stilt
Himantopus_himantopus black-winged_stilt
Himantopus_himantopus_leucocephalus white-headed_stilt
Himantopus_novae-zelandiae kaki
genus_Cladorhyncus cladorhyncus
Australian_stilt stilt
Cladorhyncus_leucocephalum banded_stilt
family_Recurvirostridae recurvirostridae
genus_Recurvirostra recurvirostra
family_Haematopodidae haematopodidae
genus_Haematopus haematopus
oyster_catcher oystercatcher
family_Phalaropidae phalaropidae
genus_Phalaropus phalaropus
Phalaropus_fulicarius red_phalarope
genus_Lobipes lobipes
Lobipes_lobatus northern_phalarope
genus_Steganopus steganopus
Steganopus_tricolor wilson's_phalarope
family_Glareolidae glareolidae
genus_Glareola glareola
glareole pratincole
genus_Cursorius cursorius
Cursorius_cursor cream-colored_courser
genus_Pluvianus pluvianus
Pluvianus_aegyptius crocodile_bird
family_Burhinidae burhinidae
genus_Burhinus burhinus
thick-knee stone_curlew
Burhinus_oedicnemus stone_curlew
suborder_Lari lari
family_Laridae laridae
seagull gull
sea_gull gull
genus_Larus larus
mew_gull mew
sea_mew mew
Larus_canus mew
great_black-backed_gull black-backed_gull
cob black-backed_gull
Larus_marinus black-backed_gull
Larus_argentatus herring_gull
blackcap laughing_gull
pewit laughing_gull
pewit_gull laughing_gull
Larus_ridibundus laughing_gull
genus_Pagophila pagophila
Pagophila_eburnea ivory_gull
genus_Rissa rissa
subfamily_Sterninae sterninae
genus_Sterna sterna
Sterna_hirundo sea_swallow
family_Rynchopidae rynchopidae
genus_Rynchops rynchops
family_Stercorariidae stercorariidae
genus_Stercorarius stercorarius
arctic_skua parasitic_jaeger
Stercorarius_parasiticus parasitic_jaeger
genus_Catharacta catharacta
bonxie skua
Catharacta_skua great_skua
family_Alcidae alcidae
genus_Alca alca
razor-billed_auk razorbill
Alca_torda razorbill
genus_Plautus plautus
dovekie little_auk
Plautus_alle little_auk
genus_Pinguinus pinguinus
Pinguinus_impennis great_auk
genus_Cepphus cepphus
Cepphus_grylle black_guillemot
Cepphus_columba pigeon_guillemot
genus_Uria uria
Uria_aalge common_murre
Uria_lomvia thick-billed_murre
genus_Fratercula fratercula
Fratercula_arctica atlantic_puffin
Fratercula_corniculata horned_puffin
genus_Lunda lunda
Lunda_cirrhata tufted_puffin
order_Gaviiformes gaviiformes
family_Gavidae gavidae
genus_Gavia gavia
diver loon
order_Podicipitiformes podicipitiformes
Podicipediformes podicipitiformes
order_Podicipediformes podicipitiformes
Colymbiformes podicipitiformes
order_Colymbiformes podicipitiformes
family_Podicipedidae podicipedidae
genus_Podiceps podiceps
Podiceps_cristatus great_crested_grebe
Podiceps_grisegena red-necked_grebe
eared_grebe black-necked_grebe
Podiceps_nigricollis black-necked_grebe
little_grebe dabchick
Podiceps_ruficollis dabchick
genus_Podilymbus podilymbus
Podilymbus_podiceps pied-billed_grebe
order_Pelecaniformes pelecaniformes
family_Pelecanidae pelecanidae
genus_Pelecanus pelecanus
Pelecanus_erythrorhynchos white_pelican
Pelecanus_onocrotalus old_world_white_pelican
family_Fregatidae fregatidae
genus_Fregata fregata
man-of-war_bird frigate_bird
family_Sulidae sulidae
genus_Sula sula
solan_goose solan
solant_goose solan
Sula_bassana solan
family_Phalacrocoracidae phalacrocoracidae
genus_Phalacrocorax phalacrocorax
Phalacrocorax_carbo cormorant
family_Anhingidae anhingidae
anhinga snakebird
darter snakebird
Anhinga_anhinga water_turkey
family_Phaethontidae phaethontidae
genus_Phaethon phaethon
tropicbird tropic_bird
boatswain_bird tropic_bird
order_Sphenisciformes sphenisciformes
family_Spheniscidae spheniscidae
genus_Pygoscelis pygoscelis
Adelie_penguin adelie
Pygoscelis_adeliae adelie
genus_Aptenodytes aptenodytes
Aptenodytes_patagonica king_penguin
Aptenodytes_forsteri emperor_penguin
genus_Spheniscus spheniscus
Spheniscus_demersus jackass_penguin
genus_Eudyptes eudyptes
crested_penguin rock_hopper
order_Procellariiformes procellariiformes
oceanic_bird pelagic_bird
family_Diomedeidae diomedeidae
mollymawk albatross
Diomedea_exulans wandering_albatross
gooney black-footed_albatross
gooney_bird black-footed_albatross
goonie black-footed_albatross
goony black-footed_albatross
Diomedea_nigripes black-footed_albatross
family_Procellariidae procellariidae
genus_Procellaria procellaria
Procellaria_aequinoctialis white-chinned_petrel
genus_Macronectes macronectes
giant_fulmar giant_petrel
Macronectes_giganteus giant_petrel
genus_Fulmarus fulmarus
fulmar_petrel fulmar
Fulmarus_glacialis fulmar
genus_Puffinus puffinus
Puffinus_puffinus manx_shearwater
family_Hydrobatidae hydrobatidae
genus_Hydrobates hydrobates
northern_storm_petrel stormy_petrel
Hydrobates_pelagicus stormy_petrel
genus_Oceanites oceanites
Mother_Carey's_hen mother_carey's_chicken
Oceanites_oceanicus mother_carey's_chicken
family_Pelecanoididae pelecanoididae
order_Cetacea cetacea
cetacean_mammal cetacean
blower cetacean
suborder_Mysticeti mysticeti
whalebone_whale baleen_whale
family_Balaenidae balaenidae
genus_Balaena balaena
bowhead_whale bowhead
Greenland_whale bowhead
Balaena_mysticetus bowhead
family_Balaenopteridae balaenopteridae
razorback rorqual
genus_Balaenoptera balaenoptera
sulfur_bottom blue_whale
Balaenoptera_musculus blue_whale
finback_whale finback
fin_whale finback
common_rorqual finback
Balaenoptera_physalus finback
Balaenoptera_borealis sei_whale
piked_whale lesser_rorqual
minke_whale lesser_rorqual
Balaenoptera_acutorostrata lesser_rorqual
genus_Megaptera megaptera
humpback_whale humpback
Megaptera_novaeangliae humpback
family_Eschrichtiidae eschrichtiidae
genus_Eschrichtius eschrichtius
gray_whale grey_whale
devilfish grey_whale
Eschrichtius_gibbosus grey_whale
Eschrichtius_robustus grey_whale
suborder_Odontoceti odontoceti
family_Physeteridae physeteridae
genus_Physeter physeter
cachalot sperm_whale
black_whale sperm_whale
Physeter_catodon sperm_whale
genus_Kogia kogia
Kogia_breviceps pygmy_sperm_whale
Kogia_simus dwarf_sperm_whale
family_Ziphiidae ziphiidae
Hyperodontidae ziphiidae
family_Hyperodontidae ziphiidae
