dorsal abaxial
losses losings
paper_gold special_drawing_rights
sum_of_money sum
amount sum
amount_of_money sum
natural_resources natural_resource
intangible_asset intangible
goodwill good_will
current_assets liquid_assets
quick_assets liquid_assets
investment_funds investment
stockholdings stockholding
blue-chip_stock blue_chip
common_shares common_stock
ordinary_shares common_stock
face_value par_value
nominal_value par_value
no-par_stock no-par-value_stock
preferred_shares preferred_stock
preference_shares preferred_stock
cumulative_preferred_stock cumulative_preferred
hot_issue hot_stock
market_price market_value
bearer_bond coupon_bond
high-yield_bond junk_bond
surety_bond performance_bond
debenture unsecured_bond
debenture_bond unsecured_bond
agency_security government_security
utility_revenue_bond utility_bond
zero-coupon_bond zero_coupon_bond
authorized_stock authorized_shares
capital_stock authorized_shares
venture speculation
stakes stake
bet stake
wager stake
jackpot pot
kitty pot
protection security
hedging hedge
insurance_coverage coverage
car_insurance automobile_insurance
no_fault_automobile_insurance no_fault_insurance
hospitalization hospitalization_insurance
life_assurance life_insurance
tontine_insurance tontine
ordinary_life_insurance whole_life_insurance
straight_life_insurance whole_life_insurance
HMO health_maintenance_organization
surety security
deposit down_payment
arles earnest_money
recognisance recognizance
bail_bond bail
bond bail
security_deposit margin
guaranty guarantee
riches wealth
substance means
risk_capital venture_capital
working_capital capital
accounting account
account_statement account
earnings_report income_statement
operating_statement income_statement
profit-and-loss_statement income_statement
corpus principal
principal_sum principal
finances funds
monetary_resource funds
cash_in_hand funds
pecuniary_resource funds
roll bankroll
exchequer treasury
trough public_treasury
till public_treasury
pork pork_barrel
monetary_fund fund
ETF exchange_traded_fund
nest_egg savings
superannuation_fund pension_fund
public_trust charitable_trust
grantor_trust clifford_trust
involuntary_trust constructive_trust
express_trust direct_trust
fixed_investment_trust nondiscretionary_trust
inter_vivos_trust living_trust
savings_bank_trust savings_account_trust
trust_account savings_account_trust
trustee_account savings_account_trust
Totten_trust savings_account_trust
chequing_account checking_account
current_account checking_account
deposit_account time_deposit_account
CD certificate_of_deposit
keep support
livelihood support
living support
bread_and_butter support
sustenance support
financial_support support
funding support
backing support
financial_backing support
creature_comforts comforts
amenities comforts
conveniences comforts
cache hoard
stash hoard
stock store
fund store
military_issue issue
government_issue issue
seed_grain seed_corn
backlog reserve
stockpile reserve
kitty pool
reserve_fund reserve_account
valuation_account valuation_reserve
allowance valuation_reserve
allowance_account valuation_reserve
hoarded_wealth treasure
trove treasure_trove
sparkler ice
monetary_system medium_of_exchange
monetary_standard standard
legal_tender tender
stamp tender
deferred_payment credit
commercial_loan business_loan
home_equity_credit home_loan
home_equity_loan home_loan
equity_credit_line home_loan
installment_loan installment_credit
revolving_credit open-end_credit
charge_account_credit open-end_credit
charge_account credit_account
open_account credit_account
cash_advance advance
charge_card credit_card
charge_plate credit_card
plastic credit_card
phone_card calling_card
cashcard cash_card
bill_of_exchange draft
order_of_payment draft
foreign_draft foreign_bill
line_of_credit credit_line
bank_line credit_line
line credit_line
personal_credit_line credit_line
personal_line_of_credit credit_line
traveller's_letter_of_credit traveler's_letter_of_credit
traveller's_check traveler's_check
banker's_check traveler's_check
banker's_draft bank_draft
postal_order money_order
check_overdraft_credit overdraft_credit
bank_deposit deposit
banker's_acceptance acceptance
bank_check check
cheque check
bad_cheque bad_check
giro_cheque giro
payroll_check paycheck
certified_cheque certified_check
personal_cheque personal_check
treasurer's_check cashier's_check
cashier's_cheque cashier's_check
treasurer's_cheque cashier's_check
blank_cheque blank_check
disability_payment disability_check
medicare_payment medicare_check
retirement_pension old-age_pension
retirement_check old-age_pension
retirement_benefit old-age_pension
retirement_fund old-age_pension
superannuation old-age_pension
bread boodle
cabbage boodle
clams boodle
dinero boodle
dough boodle
gelt boodle
kale boodle
lettuce boodle
lolly boodle
lucre boodle
loot boodle
moolah boodle
pelf boodle
scratch boodle
shekels boodle
simoleons boodle
sugar boodle
wampum boodle
subsidisation subsidization
immediate_payment cash
hard_cash cash
hard_currency cash
folding_money paper_money
paper_currency paper_money
mintage coinage
specie coinage
metal_money coinage
chickenfeed small_change
chump_change small_change
bezzant bezant
byzant bezant
solidus bezant
fifty-cent_piece half_dollar
ha'penny halfpenny
cent penny
centime penny
tuppence twopence
groat fourpence
tanner sixpence
cartwheel silver_dollar
note bill
government_note bill
bank_bill bill
banker's_bill bill
bank_note bill
banknote bill
Federal_Reserve_note bill
greenback bill
Treasury_obligations treasury
T-bill treasury_bill
c-note hundred_dollar_bill
fifty fifty_dollar_bill
twenty twenty_dollar_bill
ten_dollar_bill tenner
five-spot fiver
five_dollar_bill fiver
nickel_note nickel
dollar_bill dollar
one_dollar_bill dollar
buck dollar
clam dollar
debt_ceiling debt_limit
obligation debt_instrument
certificate_of_indebtedness debt_instrument
promissory_note note
note_of_hand note
demand_loan call_loan
loan_participation participation_loan
participation_financing participation_loan
consumer_loan personal_loan
auto_loan automobile_loan
car_loan automobile_loan
mortgage_loan real_estate_loan
incumbrance encumbrance
leger ledger
account_book ledger
book_of_account ledger
book ledger
journal daybook
accounting_entry entry
ledger_entry entry
credit_entry credit
debit_entry debit
accounting_system accounting
method_of_accounting accounting
profit_and_loss_account profit_and_loss
trade_balance balance_of_trade
visible_balance balance_of_trade
trade_gap balance_of_trade
carry-forward carry-over
offsetting_balance compensating_balance
balance_of_international_payments balance_of_payments
audit audited_account
limited_review review
travel_and_entertainment_account expense_account
paysheet payroll
paysheet payroll
economic_value value
passbook bankbook
chequebook checkbook
meal_plan hotel_plan
continental_plan european_plan
certificate security
stock stock_certificate
tax-exempt tax-exempt_security
bond_certificate bond
stock_warrant warrant
stock-purchase_warrant warrant
zero_coupon_security zero-coupon_security
convertible_security convertible
treasury_shares treasury_stock
reacquired_stock treasury_stock
over_the_counter_security unlisted_security
OTC_security unlisted_security
OTC_stock over_the_counter_stock
unlisted_stock over_the_counter_stock
pin_money pocket_money
spending_money pocket_money
cold_cash ready_cash
ready_money ready_cash
sight_bill sight_draft
time_bill time_draft
attrition abrasion
corrasion abrasion
detrition abrasion
soaking_up absorption
acclimatisation acclimatization
acclimation acclimatization
accumulation accretion
acid-base_balance acid-base_equilibrium
adaption adaptation
adjustment adaptation
business_data_processing administrative_data_processing
surface_assimilation adsorption
agenesia agenesis
agglutinating_activity agglutination
ageing aging
senescence aging
alternative_birthing alternative_birth
Americanisation americanization
constructive_metabolism anabolism
anamorphism anamorphosis
androgeny androgenesis
Anglicisation anglicization
anthropogeny anthropogenesis
asepsis antisepsis
apheresis aphaeresis
agamogenesis asexual_reproduction
absorption assimilation
absorption assimilation
self-digestion autolysis
ADP automatic_data_processing
autotypy autotype
off-line_operation auxiliary_operation
backgrounding background_processing
BMR basal_metabolic_rate
biogenesis biosynthesis
blazing blaze
blood_clotting blood_coagulation
bloom blooming
flowering blossoming
florescence blossoming
inflorescence blossoming
anthesis blossoming
efflorescence blossoming
blueing bluing
body_process bodily_process
bodily_function bodily_process
activity bodily_process
binary_operation boolean_operation
binary_arithmetic_operation boolean_operation
movement bowel_movement
bm bowel_movement
Bradley_method bradley_method_of_childbirth
incubation brooding
carbonisation carbonization
katabolism catabolism
dissimilation catabolism
destructive_metabolism catabolism
contact_action catalysis
caries cavity
dental_caries cavity
tooth_decay cavity
cellular_division cell_division
kenogenesis cenogenesis
caenogenesis cenogenesis
cainogenesis cenogenesis
kainogenesis cenogenesis
equilibrium chemical_equilibrium
chemical_change chemical_process
chemical_action chemical_process
reaction chemical_reaction
chemosorption chemisorption
childbearing childbirth
accouchement childbirth
vaginal_birth childbirth
civilisation civilization
segmentation cleavage
global_climate_change climate_change
clouding_up clouding
burning combustion
machine_operation computer_operation
congelation congealment
economic_consumption consumption
usance consumption
use consumption
use_of_goods_and_services consumption
control_function control_operation
recuperation convalescence
recovery convalescence
chilling cooling
temperature_reduction cooling
corroding corrosion
erosion corrosion
crossover crossing_over
clotting curdling
coagulation curdling
cytogeny cytogenesis
deaminization deamination
decline decay
radioactive_decay decay
disintegration decay
decentalisation decentralization
diminution decline
decoction_mashing decoction_process
rot decomposition
rotting decomposition
putrefaction decomposition
decomposition_reaction decomposition
chemical_decomposition_reaction decomposition
decrement decrease
laxation defecation
shitting defecation
defense_reaction defense_mechanism
defence_mechanism defense_mechanism
defence_reaction defense_mechanism
defense defense_mechanism
defence defense_mechanism
devolution degeneration
desiccation dehydration
drying_up dehydration
evaporation dehydration
demagnetisation demagnetization
demineralisation demineralization
de-Nazification denazification
deposit deposition
desalinization desalination
desalinisation desalination
desensitisation desensitization
de-Stalinization destalinization
destalinisation destalinization
de-Stalinisation destalinization
decline_in_quality deterioration
declension deterioration
worsening deterioration
developing development
evolution development
ruin dilapidation
emission discharge
expelling discharge
displacement_reaction displacement
disintegration dissolution
dissolution dissolving
distillment distillation
remote-access_data_processing distributed_data_processing
teleprocessing distributed_data_processing
double_decomposition_reaction double_decomposition
metathesis double_decomposition
dry_plate_process dry_plate
ebbing ebb
wane ebb
EDP electronic_data_processing
cataphoresis electrophoresis
dielectrolysis electrophoresis
ionophoresis electrophoresis
evacuation elimination
excretion elimination
excreting elimination
voiding elimination
eclipsis ellipsis
urinary_incontinence enuresis
eroding erosion
eating_away erosion
wearing erosion
wearing_away erosion
ecesis establishment
Europeanisation europeanization
organic_evolution evolution
phylogeny evolution
phylogenesis evolution
instruction_execution execution
exponential_return exponential_decay
farrowing farrow
feminisation feminization
suppuration festering
maturation festering
flame fire
flaming fire
nuclear_fission fission
flop floating-point_operation
focalisation focalization
folding fold
leafing foliation
foregrounding foreground_processing
fossilisation fossilization
fractional_process fractionation
freezing freeze
lyophilization freeze-drying
lyophilisation freeze-drying
icing frost
nuclear_fusion fusion
nuclear_fusion_reaction fusion
galvanisation galvanization
geologic_process geological_process
sprouting germination
globalisation globalization
growing growth
maturation growth
development growth
ontogeny growth
ontogenesis growth
Haber-Bosch_process haber_process
solidifying hardening
solidification hardening
set hardening
curing hardening
hatching hatch
warming heating
haemagglutination hemagglutination
haematochezia hematochezia
haematopoiesis hematopoiesis
hemopoiesis hematopoiesis
haemopoiesis hematopoiesis
hemogenesis hematopoiesis
haemogenesis hematopoiesis
hematogenesis hematopoiesis
haematogenesis hematopoiesis
sanguification hematopoiesis
hemimetabolism hemimetamorphosis
hemimetaboly hemimetamorphosis
heterometaboly heterometabolism
haemolysis hemolysis
hematolysis hemolysis
haematolysis hemolysis
holometaboly holometabolism
hyperidrosis hyperhidrosis
polyhidrosis hyperhidrosis
epistasis hypostasis
idealisation idealization
nidation implantation
saturation impregnation
incontinency incontinence
increment increase
growth increase
encrustation incrustation
rising_prices inflation
influx inflow
inpour inpouring
inrush inpouring
IDP integrated_data_processing
intellectualisation intellectualization
intumescency intumescence
swelling intumescence
introversion invagination
intussusception invagination
infolding invagination
ionisation ionization
looping iteration
loop iteration
keratinisation keratinization
Krebs_citric_acid_cycle krebs_cycle
citric_acid_cycle krebs_cycle
tricarboxylic_acid_cycle krebs_cycle
lachrymation lacrimation
tearing lacrimation
watering lacrimation
Lamaze_method lamaze_method_of_childbirth
egg_laying laying
leaching leach
wetting leak
making_water leak
passing_water leak
Leboyer_method leboyer_method_of_childbirth
lexicalisation lexicalization
logical_operation logic_operation
lysogenisation lysogenization
magnetisation magnetization
magnetic_induction magnetization
marginalisation marginalization
Markoff_chain markov_chain
Markoff_process markov_process
masculinisation masculinization
virilization masculinization
virilisation masculinization
materialisation materialization
ripening maturation
maturement maturation
chemical_mechanism mechanism
miosis meiosis
reduction_division meiosis
nuclear_meltdown meltdown
hypermenorrhea menorrhagia
menses menstruation
menstruum menstruation
catamenia menstruation
period menstruation
flow menstruation
metabolic_process metabolism
metabolism metamorphosis
urination micturition
mold mildew
mould mildew
mineral_processing mineral_extraction
mineral_dressing mineral_extraction
ore_processing mineral_extraction
ore_dressing mineral_extraction
beneficiation mineral_extraction
molting molt
moult molt
moulting molt
ecdysis molt
unary_operation monadic_operation
sporulation monogenesis
parallel_processing multiprocessing
concurrent_execution multiprogramming
myelinisation myelinization
natural_action natural_process
action natural_process
activity natural_process
neutralisation neutralization
neutralization_reaction neutralization
neutralisation_reaction neutralization
nycturia nocturia
deletion omission
functioning operation
performance operation
opsonisation opsonization
biological_process organic_process
effluence outflow
efflux outflow
oxidization oxidation
oxidisation oxidation
oxidoreduction oxidation-reduction
redox oxidation-reduction
pair_creation pair_production
pair_formation pair_production
recapitulation palingenesis
carrier_electrophoresis paper_electrophoresis
simultaneous_operation parallel_operation
parthenogeny parthenogenesis
parthenogeny parthenogenesis
virgin_birth parthenogenesis
birth parturition
giving_birth parturition
birthing parturition
pathological_process pathologic_process
pee peeing
pissing peeing
piss peeing
peptisation peptization
infiltration percolation
vermiculation peristalsis
pervasion permeation
suffusion permeation
sweating perspiration
diaphoresis perspiration
sudation perspiration
hidrosis perspiration
petrification petrifaction
phase_transition phase_change
state_change phase_change
physical_change phase_change
photoplate_making photomechanics
roughness pitting
indentation pitting
polymerisation polymerization
regeneration positive_feedback
powder_method powder_photography
powder_technique powder_photography
professionalisation professionalization
gemmation pullulation
pyrochemistry pyrochemical_process
quellung_reaction quellung
radioactivity radiation
skiagraphy radiography
rationalisation rationalization
Read_method read_method_of_childbirth
real-time_operation real-time_processing
reducing reduction
replenishment refilling
replacement refilling
renewal refilling
refinement refining
purification refining
infrigidation refrigeration
relaxation_behavior relaxation
reabsorption resorption
re-uptake reuptake
aging ripening
ageing ripening
rusting rust
lookup search
secernment secretion
sensitisation sensitization
sequential_operation serial_operation
consecutive_operation serial_operation
amphimixis sexual_reproduction
defining shaping
sloughing shedding
dump shit
slack slump
drop-off slump
falloff slump
falling_off slump
smoking smoke
soakage soak
soaking soak
sorting sort
specialisation specialization
differentiation specialization
spoiling spoilage
Stalinisation stalinization
rigidifying stiffening
rigidification stiffening
ecological_succession succession
survival_of_the_fittest survival
natural_selection survival
selection survival
synaeresis syneresis
synaeresis syneresis
synergism synergy
synezesis synizesis
dentition teething
odontiasis teething
melt thaw
thawing thaw
melting thaw
thermal_emission thermionic_emission
folding protein_folding
flowering unfolding
conglutination union
urbanisation urbanization
urochezia urochesia
vaporisation vaporization
vapor vaporization
vapour vaporization
evaporation vaporization
vascularisation vascularization
vesication vesiculation
blistering vesiculation
vicious_cycle vicious_circle
vulcanisation vulcanization
wash washout
Westernisation westernization
broadening widening
zymolysis zymosis
fermentation zymosis
fermenting zymosis
ferment zymosis
fundamental_measure fundamental_quantity
metric system_of_measurement
English_system british_imperial_system
British_system british_imperial_system
cgs_system cgs
Systeme_International systeme_international_d'unites
SI_system systeme_international_d'unites
SI systeme_international_d'unites
SI_unit systeme_international_d'unites
International_System_of_Units systeme_international_d'unites
International_System systeme_international_d'unites
baud_rate baud
octane_rating octane_number
sufficiency enough
N normality
absolute_majority majority
relative_majority plurality
numerical_value absolute_value
unit unit_of_measurement
measuring_block measuring_unit
dioptre diopter
carat karat
kt karat
Avogadro_number avogadro's_number
coefficient_of_absorption absorption_coefficient
absorptance absorption_coefficient
coefficient_of_drag drag_coefficient
mutual_inductance coefficient_of_mutual_induction
self-inductance coefficient_of_self_induction
modulus_of_elasticity coefficient_of_elasticity
elastic_modulus coefficient_of_elasticity
expansivity coefficient_of_expansion
reflection_factor coefficient_of_reflection
reflectance coefficient_of_reflection
reflectivity coefficient_of_reflection
transmission transmittance
absolute_viscosity coefficient_of_viscosity
dynamic_viscosity coefficient_of_viscosity
weighting weight
universal_gas_constant gas_constant
R gas_constant
universal_gravitational_constant gravitational_constant
constant_of_gravitation gravitational_constant
G gravitational_constant
Hubble_constant hubble's_constant
Hubble's_parameter hubble's_constant
Hubble_parameter hubble's_constant
h planck's_constant
oxidation_state oxidation_number
headcount head_count
constant_of_proportionality factor_of_proportionality
prime_quantity prime
duck's_egg duck
ordinal ordinal_number
no. ordinal_number
number_one first
number_1 first
cardinal cardinal_number
radix base
absolute_frequency frequency
magnetisation magnetization
square_measure area_unit
capacity_unit volume_unit
capacity_measure volume_unit
cubage_unit volume_unit
cubic_measure volume_unit
cubic_content_unit volume_unit
displacement_unit volume_unit
cubature_unit volume_unit
cu_in cubic_inch
cu_ft cubic_foot
emu electromagnetic_unit
linear_measure linear_unit
metric metric_unit
MFLOP megaflop
million_floating_point_operations_per_second megaflop
trillion_floating_point_operations_per_second teraflop
million_instructions_per_second mips
weight weight_unit
heat_unit work_unit
energy_unit work_unit
arcdegree degree
arcsecond second
arcminute minute
minute_of_arc minute
rad radian
grade grad
sr steradian
sq_in square_inch
sq_ft square_foot
sq_yd square_yard
square_metre square_meter
centare square_meter
ar are
b barn
rod perch
pole perch
liquid_measure liquid_unit
dry_measure dry_unit
Imperial_capacity_unit british_capacity_unit
epha ephah
kor homer
fthm fathom
yard cubic_yard
fluid_dram fluidram
fluid_drachm fluidram
drachm fluidram
fluid_ounce fluidounce
gal gallon
bbl barrel
dry_pint pint
dry_quart quart
fluid_dram fluidram
fluid_drachm fluidram
drachm fluidram
fluid_ounce fluidounce
Imperial_gallon gallon
congius gallon
cubic_millimetre cubic_millimeter
millilitre milliliter
mil milliliter
ml milliliter
cubic_centimeter milliliter
cubic_centimetre milliliter
cc milliliter
centilitre centiliter
cl centiliter
decilitre deciliter
dl deciliter
litre liter
l liter
cubic_decimeter liter
cubic_decimetre liter
dekalitre dekaliter
decaliter dekaliter
decalitre dekaliter
dal dekaliter
dkl dekaliter
hectolitre hectoliter
hl hectoliter
kilolitre kiloliter
cubic_meter kiloliter
cubic_metre kiloliter
cubic_kilometre cubic_kilometer
parity parity_bit
check_bit parity_bit
nibble nybble
kibibyte kilobyte
K kilobyte
KB kilobyte
kB kilobyte
KiB kilobyte
K kilobyte
KB kilobyte
kB kilobyte
kbit kilobit
kb kilobit
kibit kibibit
mebibyte megabyte
M megabyte
MB megabyte
MiB megabyte
M megabyte
MB megabyte
Mbit megabit
Mb megabit
Mibit mebibit
gibibyte gigabyte
G gigabyte
GB gigabyte
GiB gigabyte
G gigabyte
GB gigabyte
Gbit gigabit
Gb gigabit
Gibit gibibit
tebibyte terabyte
TB terabyte
TiB terabyte
TB terabyte
Tbit terabit
Tb terabit
Tibit tebibit
pebibyte petabyte
PB petabyte
PiB petabyte
PB petabyte
Pbit petabit
Pb petabit
Pibit pebibit
exbibyte exabyte
EB exabyte
EiB exabyte
EB exabyte
Ebit exabit
Eb exabit
Eibit exbibit
zebibyte zettabyte
ZB zettabyte
ZiB zettabyte
ZB zettabyte
Zbit zettabit
Zb zettabit
Zibit zebibit
yobibyte yottabyte
YB yottabyte
YiB yottabyte
YB yottabyte
Ybit yottabit
Yb yottabit
Yibit yobibit
quantity_unit charge_unit
magnetic_flux_unit flux_unit
F farad
C coulomb
ampere-second coulomb
siemens mho
reciprocal_ohm mho
S mho
amp ampere
A ampere
mA milliampere
abamp abampere
international_ampere ampere
Mx maxwell
Wb weber
H henry
candlepower_unit luminous_intensity_unit
L lambert
lx lux
ft-L foot-lambert
lm lumen
candela candle
cd candle
standard_candle candle
Gb gilbert
Gi gilbert
mV millivolt
V volt
kV kilovolt
rydberg_constant rydberg
rydberg_unit rydberg
W watt
kW kilowatt
HP horsepower
H.P. horsepower
var volt-ampere
Ci curie
Gy gray
R roentgen
N newton
pdl poundal
lbf. pound
gee g
g-force g
in inch
ft foot
pace yard
rod perch
pole perch
statute_mile mile
stat_mi mile
land_mile mile
international_mile mile
mi mile
880_yards half_mile
440_yards quarter_mile
coss kos
cable_length cable
cable's_length cable
fingerbreadth finger
finger's_breadth finger
digit finger
peak extremum
handsbreadth handbreadth
mil mile
Swedish_mile mile
Roman_mile mile
light-year light_year
AU astronomical_unit
secpar parsec
femtometre femtometer
fermi femtometer
picometre picometer
micromicron picometer
angstrom_unit angstrom
A angstrom
nanometre nanometer
nm nanometer
millimicron nanometer
micromillimeter nanometer
micromillimetre nanometer
micrometer micron
millimetre millimeter
mm millimeter
centimetre centimeter
cm centimeter
decimetre decimeter
dm decimeter
metre meter
m meter
dekameter decameter
decametre decameter
dekametre decameter
dam decameter
dkm decameter
hectometre hectometer
hm hectometer
kilometre kilometer
km kilometer
klick kilometer
myriametre myriameter
mym myriameter
fthm fathom
mile nautical_mile
mi nautical_mile
naut_mi nautical_mile
knot nautical_mile
international_nautical_mile nautical_mile
air_mile nautical_mile
naut_mi nautical_mile
mile nautical_mile
mi nautical_mile
geographical_mile nautical_mile
Admiralty_mile nautical_mile
mile sea_mile
ha'p'orth halfpennyworth
penn'orth pennyworth
subunit fractional_monetary_unit
tical baht
Costa_Rican_colon colon
El_Salvadoran_colon colon
butat butut
dinar algerian_dinar
dinar bahrain_dinar
dinar iraqi_dinar
dinar jordanian_dinar
dinar kuwaiti_dinar
dirham kuwaiti_dirham
dinar libyan_dinar
dirham libyan_dirham
dinar tunisian_dinar
dirham tunisian_dirham
dinar yugoslavian_dinar
dirham moroccan_dirham
dirham united_arab_emirate_dirham
loonie canadian_dollar
Greek_drachma drachma
escudo cape_verde_escudo
escudo portuguese_escudo
Cote_d'Ivoire_franc ivory_coast_franc
gulden guilder
florin guilder
Dutch_florin guilder
gulden guilder
florin guilder
heller haler
heller haler
krona icelandic_krona
krona swedish_krona
krone danish_krone
krone norwegian_krone
kwacha malawi_kwacha
kwacha zambian_kwacha
qintar qindarka
Italian_lira lira
pound british_pound
British_pound_sterling british_pound
pound_sterling british_pound
quid british_pound
shilling british_shilling
bob british_shilling
Turkish_lira lira
piaster kurus
piastre kurus
German_mark mark
Deutsche_Mark mark
Deutschmark mark
Finnish_mark markka
Spanish_peseta peseta
peso chilean_peso
peso colombian_peso
peso cuban_peso
peso dominican_peso
peso guinea-bissau_peso
peso mexican_peso
peso philippine_peso
peso uruguayan_peso
pound cypriot_pound
pound egyptian_pound
piastre piaster
Irish_punt irish_pound
punt irish_pound
pound irish_pound
pound lebanese_pound
Maltese_lira lira
pound sudanese_pound
pound syrian_pound
rial iranian_rial
dinar iranian_dinar
Omani_rial riyal-omani
rial riyal-omani
baisa baiza
rial yemeni_rial
fils yemeni_fils
riyal qatari_riyal
dirham qatari_dirham
riyal saudi_arabian_riyal
rouble ruble
kopeck kopek
copeck kopek
rupee indian_rupee
rupee pakistani_rupee
rupee mauritian_rupee
rupee nepalese_rupee
rupee seychelles_rupee
rupee sri_lanka_rupee
Austrian_schilling schilling
shilling kenyan_shilling
shilling somalian_shilling
shilling tanzanian_shilling
shilling ugandan_shilling
tughrik tugrik
won north_korean_won
won south_korean_won
kwai yuan
atmosphere standard_atmosphere
atm standard_atmosphere
standard_pressure standard_atmosphere
Pa pascal
millimeter_of_mercury torr
mm_Hg torr
psi pounds_per_square_inch
bar_absolute barye
microbar barye
pica_em em
pica em
nut en
em_quad em
mutton_quad em
line agate_line
inch column_inch
lineage linage
B bel
dB decibel
degree_Celsius degree_centigrade
C degree_centigrade
F degree_fahrenheit
K kelvin
nucleon_number mass_number
weight system_of_weights
avoirdupois_weight avoirdupois
troy_weight troy
apothecaries'_weight apothecaries'_unit
weight_unit metric_weight_unit
cattie catty
oz. ounce
lb pound
cwt hundredweight
long_hundredweight hundredweight
cwt hundredweight
short_hundredweight hundredweight
centner hundredweight
cental hundredweight
quintal hundredweight
ton long_ton
gross_ton long_ton
ton short_ton
net_ton short_ton
drachm dram
drachma dram
troy_ounce ounce
apothecaries'_ounce ounce
apothecaries'_pound troy_pound
mcg microgram
mg milligram
ng nanogram
metric_grain grain
dg decigram
gramme gram
gm gram
g gram
gram-atomic_weight gram_atom
mole gram_molecule
mol gram_molecule
decagram dekagram
dkg dekagram
dag dekagram
hg hectogram
kg kilogram
kilo kilogram
myg myriagram
metric_hundredweight hundredweight
doppelzentner hundredweight
centner hundredweight
MT metric_ton
tonne metric_ton
t metric_ton
eV electron_volt
J joule
watt_second joule
gram_calorie calorie
small_calorie calorie
kilogram_calorie calorie
kilocalorie calorie
large_calorie calorie
nutritionist's_calorie calorie
BTU british_thermal_unit
B.Th.U. british_thermal_unit
kW-hr kilowatt_hour
Board_of_Trade_unit kilowatt_hour
B.T.U. kilowatt_hour
whole_number integer
difference remainder
complex_quantity complex_number
imaginary_number complex_number
imaginary complex_number
real real_number
imaginary_part_of_a_complex_number imaginary_part
rational rational_number
irrational irrational_number
second_power square
third_power cube
biquadratic biquadrate
quartic biquadrate
fourth_power biquadrate
simple_fraction common_fraction
factor divisor
multiplier_factor multiplier
aliquot_part aliquot
aliquant_part aliquant
common_factor common_divisor
common_measure common_divisor
greatest_common_factor greatest_common_divisor
highest_common_factor greatest_common_divisor
compound_fraction complex_fraction
decimal decimal_fraction
recurring_decimal circulating_decimal
repeating_decimal circulating_decimal
half one-half
mediety moiety
third one-third
tierce one-third
fourth one-fourth
one-quarter one-fourth
quarter one-fourth
fourth_part one-fourth
twenty-five_percent one-fourth
quartern one-fourth
three-quarters three-fourths
fifth one-fifth
fifth_part one-fifth
twenty_percent one-fifth
sixth one-sixth
seventh one-seventh
eighth one-eighth
ninth one-ninth
tenth one-tenth
tenth_part one-tenth
ten_percent one-tenth
twelfth one-twelfth
twelfth_part one-twelfth
duodecimal one-twelfth
sixteenth one-sixteenth
sixteenth_part one-sixteenth
thirty-second one-thirty-second
thirty-second_part one-thirty-second
sixtieth one-sixtieth
sixty-fourth one-sixty-fourth
hundredth one-hundredth
one_percent one-hundredth
thousandth one-thousandth
ten-thousandth one-ten-thousandth
millionth one-millionth
billionth one-billionth
trillionth one-trillionth
quadrillionth one-quadrillionth
quintillionth one-quintillionth
nil nothing
nix nothing
nada nothing
null nothing
aught nothing
cipher nothing
cypher nothing
goose_egg nothing
naught nothing
zero nothing
zilch nothing
zip nothing
zippo nothing
fuck_all bugger_all
Fanny_Adams bugger_all
sweet_Fanny_Adams bugger_all
figure digit
significant_figure significant_digit
0 zero
nought zero
cipher zero
cypher zero
1 one
I one
ace one
single one
unity one
monas monad
fellow mate
2 two
II two
deuce two
snake_eyes craps
pair couple
twosome couple
twain couple
brace couple
span couple
yoke couple
couplet couple
distich couple
duo couple
duet couple
dyad couple
duad couple
3 three
III three
trio three
threesome three
tierce three
leash three
troika three
triad three
trine three
trinity three
ternary three
ternion three
triplet three
tercet three
terzetto three
trey three
deuce-ace three
4 four
IV four
tetrad four
quatern four
quaternion four
quaternary four
quaternity four
quartet four
quadruplet four
foursome four
Little_Joe four
5 five
V five
cinque five
quint five
quintet five
fivesome five
quintuplet five
pentad five
fin five
Phoebe five
Little_Phoebe five
6 six
VI six
sixer six
sise six
Captain_Hicks six
half_a_dozen six
sextet six
sestet six
sextuplet six
hexad six
7 seven
VII seven
sevener seven
heptad seven
septet seven
septenary seven
8 eight
VIII eight
eighter eight
eighter_from_Decatur eight
octad eight
ogdoad eight
octonary eight
octet eight
9 nine
IX nine
niner nine
Nina_from_Carolina nine
ennead nine
10 ten
X ten
tenner ten
decade ten
11 eleven
XI eleven
12 twelve
XII twelve
dozen twelve
13 thirteen
XIII thirteen
baker's_dozen thirteen
long_dozen thirteen
14 fourteen
XIV fourteen
15 fifteen
XV fifteen
16 sixteen
XVI sixteen
17 seventeen
XVII seventeen
18 eighteen
XVIII eighteen
19 nineteen
XIX nineteen
20 twenty
XX twenty
21 twenty-one
XXI twenty-one
22 twenty-two
XXII twenty-two
23 twenty-three
XXIII twenty-three
24 twenty-four
XXIV twenty-four
two_dozen twenty-four
25 twenty-five
XXV twenty-five
26 twenty-six
XXVI twenty-six
27 twenty-seven
XXVII twenty-seven
28 twenty-eight
XXVIII twenty-eight
29 twenty-nine
XXIX twenty-nine
30 thirty
XXX thirty
40 forty
XL forty
50 fifty
L fifty
60 sixty
LX sixty
70 seventy
LXX seventy
78 seventy-eight
LXXVIII seventy-eight
80 eighty
LXXX eighty
fourscore eighty
90 ninety
XC ninety
100 hundred
C hundred
century hundred
one_C hundred
144 gross
great_hundred long_hundred
120 long_hundred
500 five_hundred
D five_hundred
one_thousand thousand
